Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Color,Owner_Type,State,Insurance_Status,Manufacturing_Plant,Number_of_Repairs,Previous_Accidents,Body_Type
1674,Volkswagen,Tiguan,2020,Diesel,Manual,1980000,27.1,1800,5,22500,Grey,Second,Delhi,Insured,Gurgaon,0,1,Sedan
1675,Volkswagen,Polo,2018,CNG,Automatic,2340000,26.2,1500,4,24000,White,Third,Gujarat,Not Insured,Manesar,2,0,Coupe
1676,Maruti Suzuki,Dzire,2018,Petrol,Manual,1890000,18.1,1000,7,8500,Black,First,Telangana,Not Insured,Surat,3,5,SUV
1677,Mahindra,Scorpio,2022,Diesel,Automatic,2820000,16.5,1200,5,6700,Grey,Third,Maharashtra,Not Insured,Sanand,6,3,Convertible
1678,Honda,Civic,2015,Petrol,Manual,1490000,28.2,1000,6,23300,Blue,Third,Delhi,Not Insured,Surat,4,3,Hatchback
1679,Honda,City,2018,CNG,Automatic,550000,13.2,1000,4,21200,Silver,Second,Karnataka,Insured,Chennai,1,2,Coupe
1680,Kia,Seltos,2016,Petrol,Automatic,3470000,16.4,1500,7,10600,Black,Third,Gujarat,Not Insured,Pune,2,5,Sedan
1681,Hyundai,Creta,2023,Electric,Manual,2280000,13.1,2000,4,16900,Silver,Fourth & Above,Maharashtra,Insured,Surat,2,2,SUV
1682,Kia,Sonet,2023,CNG,Manual,3230000,27.1,1500,6,15000,Black,Second,Telangana,Insured,Chennai,4,0,SUV
1683,Skoda,Rapid,2024,CNG,Manual,2120000,13.2,1500,7,13600,Blue,Second,Tamil Nadu,Insured,Pune,7,2,Sedan
1684,Renault,Triber,2020,Diesel,Manual,950000,11.1,1500,5,23500,Silver,First,Tamil Nadu,Insured,Pune,4,4,Hatchback
1685,Volkswagen,Tiguan,2018,Petrol,Automatic,1100000,19.2,1500,4,21400,Red,First,Telangana,Insured,Manesar,0,1,Hatchback
1686,Maruti Suzuki,Swift,2020,CNG,Manual,2930000,23.5,1800,6,23300,White,First,Gujarat,Insured,Sanand,10,2,Coupe
1687,Hyundai,Creta,2017,Diesel,Manual,510000,28.3,1800,6,18000,Red,First,Tamil Nadu,Insured,Sanand,9,2,SUV
1688,Mahindra,Bolero,2024,Diesel,Automatic,2790000,11.4,2500,6,20100,Grey,Fourth & Above,Karnataka,Not Insured,Gurgaon,8,5,Coupe
1689,Maruti Suzuki,WagonR,2023,CNG,Manual,1670000,29.4,2000,5,15400,Blue,Second,Delhi,Not Insured,Chennai,5,0,Hatchback
1690,Renault,Kiger,2015,Diesel,Manual,680000,23.3,800,5,11300,Red,Third,Maharashtra,Insured,Manesar,3,0,Convertible
1691,Kia,Seltos,2017,Petrol,Manual,2450000,16.7,2000,5,17600,Black,First,West Bengal,Not Insured,Surat,7,3,Sedan
1692,Kia,EV6,2017,Electric,Manual,1420000,11.5,2000,5,6900,Grey,First,Gujarat,Not Insured,Chennai,2,1,Sedan
1693,Volkswagen,Taigun,2018,Petrol,Manual,1130000,11.5,1200,7,22300,Grey,First,Tamil Nadu,Not Insured,Surat,0,3,Coupe
1694,Mahindra,XUV700,2019,Diesel,Automatic,2800000,25.2,1200,6,6800,Red,Third,Delhi,Not Insured,Surat,3,1,Coupe
1695,Volkswagen,Virtus,2021,CNG,Manual,2460000,17.7,1200,5,8900,Red,First,West Bengal,Insured,Surat,3,3,Convertible
1696,Volkswagen,Taigun,2018,Petrol,Manual,2400000,25.6,2000,4,18900,Blue,Third,Karnataka,Not Insured,Gurgaon,5,5,SUV
1697,Renault,Kiger,2017,Diesel,Automatic,1950000,13.8,800,7,23000,White,Second,Tamil Nadu,Insured,Gurgaon,0,4,Hatchback
1698,Maruti Suzuki,Ertiga,2024,CNG,Automatic,830000,20.9,1800,7,24500,Red,Second,Tamil Nadu,Insured,Manesar,5,3,Coupe
1699,Hyundai,i10,2023,Diesel,Automatic,3410000,28.9,2000,7,7500,Green,Second,Maharashtra,Not Insured,Gurgaon,1,1,Hatchback
1700,Kia,Carens,2022,Electric,Manual,1890000,11,800,7,9000,Red,Fourth & Above,Karnataka,Not Insured,Manesar,6,5,Hatchback
1701,Hyundai,Verna,2023,CNG,Manual,3060000,17.5,1000,4,8200,Silver,Third,Karnataka,Insured,Gurgaon,0,1,Sedan
1702,Hyundai,Venue,2020,Diesel,Automatic,650000,17,1500,5,7200,Black,First,Gujarat,Insured,Sanand,2,4,Convertible
1703,Skoda,Octavia,2019,Diesel,Manual,2100000,22.3,1500,7,15000,Green,First,West Bengal,Not Insured,Manesar,3,1,Coupe
1704,Maruti Suzuki,WagonR,2019,CNG,Automatic,1630000,10.1,1200,7,21200,Green,First,Maharashtra,Not Insured,Sanand,2,4,SUV
1705,Volkswagen,Vento,2020,Diesel,Manual,3100000,16.8,1000,4,19900,Silver,First,Gujarat,Insured,Sanand,5,0,Coupe
1706,Maruti Suzuki,Ertiga,2024,CNG,Automatic,690000,13.7,1200,4,12700,Silver,Fourth & Above,Maharashtra,Not Insured,Manesar,1,0,Hatchback
1707,Tata Motors,Nexon,2018,Petrol,Automatic,3170000,10.4,2500,5,15200,Grey,First,Karnataka,Insured,Chennai,0,5,SUV
1708,Tata Motors,Harrier,2016,Electric,Manual,2250000,23.1,800,7,16000,White,Fourth & Above,Maharashtra,Insured,Pune,7,4,SUV
1709,Toyota,Urban Cruiser,2024,CNG,Manual,550000,28.6,1200,7,9900,Black,Third,Maharashtra,Insured,Gurgaon,1,1,Sedan
1710,Toyota,Glanza,2023,Electric,Automatic,3280000,27.8,1800,7,7900,Blue,Second,Maharashtra,Insured,Surat,5,1,Hatchback
1711,Kia,Carens,2019,Diesel,Manual,760000,10.4,1500,5,8800,Green,First,Delhi,Not Insured,Gurgaon,5,0,Hatchback
1712,Hyundai,Venue,2022,CNG,Automatic,2300000,29.8,2000,5,13700,Blue,Second,Delhi,Insured,Surat,5,2,Coupe
1713,Volkswagen,Tiguan,2022,Electric,Automatic,3140000,27.1,800,7,10700,Red,Third,West Bengal,Insured,Chennai,8,0,Sedan
1714,Toyota,Camry,2017,Petrol,Automatic,3300000,21.8,1800,7,24400,Red,Third,West Bengal,Not Insured,Pune,7,0,Sedan
1715,Hyundai,i10,2021,CNG,Manual,2570000,20.6,1500,5,10900,Blue,First,Telangana,Not Insured,Chennai,0,1,Convertible
1716,Tata Motors,Tiago,2015,Petrol,Automatic,3330000,24,1000,4,19000,Red,Third,Karnataka,Insured,Pune,9,0,Hatchback
1717,Volkswagen,Tiguan,2024,Petrol,Manual,2480000,14.9,1800,4,18600,White,Second,Maharashtra,Not Insured,Manesar,4,1,Hatchback
1718,Mahindra,Scorpio,2019,Petrol,Manual,3480000,25.9,1500,4,8000,Silver,First,Karnataka,Not Insured,Manesar,10,2,Hatchback
1719,Tata Motors,Nexon,2021,Diesel,Manual,2710000,14.2,800,7,15500,Red,Fourth & Above,Delhi,Insured,Surat,0,0,SUV
1720,Maruti Suzuki,Swift,2017,Diesel,Manual,1300000,13,1500,6,16100,Grey,First,Maharashtra,Not Insured,Sanand,4,3,Hatchback
1721,Maruti Suzuki,Swift,2023,Electric,Manual,1930000,26.2,2000,6,10100,Red,Second,Gujarat,Not Insured,Sanand,2,1,Hatchback
1722,Mahindra,XUV700,2016,Petrol,Manual,2380000,15.2,1000,7,5900,Black,First,Delhi,Not Insured,Surat,2,3,SUV
1723,Volkswagen,Vento,2015,CNG,Manual,1160000,22,2500,4,18700,White,First,Delhi,Not Insured,Manesar,10,4,SUV
1724,Mahindra,XUV700,2018,Petrol,Automatic,1870000,11.9,1500,6,19000,Black,Second,Delhi,Not Insured,Surat,10,0,Convertible
1725,Honda,Amaze,2024,Diesel,Automatic,1080000,26.8,2500,4,14200,Black,First,Telangana,Insured,Sanand,10,0,Coupe
1726,Renault,Duster,2022,Petrol,Manual,2480000,23.9,1000,5,9700,Grey,First,Maharashtra,Not Insured,Surat,4,4,Hatchback
1727,Maruti Suzuki,Ertiga,2021,Petrol,Manual,1810000,27.3,800,6,8600,White,Second,West Bengal,Insured,Manesar,5,4,SUV
1728,Honda,Jazz,2015,Petrol,Automatic,2600000,23.6,1000,5,21700,White,Third,Tamil Nadu,Insured,Chennai,6,0,Sedan
1729,Skoda,Octavia,2019,Petrol,Manual,1110000,23.9,1200,7,11200,White,Second,Gujarat,Not Insured,Gurgaon,4,2,SUV
1730,Renault,Kiger,2018,Diesel,Automatic,2010000,14.2,2000,7,23900,White,First,Gujarat,Not Insured,Manesar,1,0,Hatchback
1731,Skoda,Rapid,2021,Petrol,Manual,1930000,22.7,1200,7,14000,White,Fourth & Above,Karnataka,Not Insured,Surat,1,1,Hatchback
1732,Maruti Suzuki,WagonR,2020,Electric,Automatic,1140000,11.7,1200,4,24200,Grey,Fourth & Above,Maharashtra,Not Insured,Manesar,9,2,Hatchback
1733,Renault,Kiger,2019,Electric,Automatic,760000,26.1,2500,5,5500,Red,Second,West Bengal,Not Insured,Manesar,9,0,SUV
1734,Tata Motors,Punch,2021,Petrol,Automatic,1760000,28.1,2000,7,7300,Black,Fourth & Above,Delhi,Not Insured,Sanand,2,3,Hatchback
1735,Toyota,Urban Cruiser,2015,Electric,Manual,2600000,14.2,1800,7,19300,White,First,Tamil Nadu,Not Insured,Surat,5,2,Sedan
1736,Toyota,Camry,2021,CNG,Automatic,3290000,11.9,1500,4,16800,Green,First,Maharashtra,Not Insured,Sanand,5,0,Coupe
1737,Skoda,Slavia,2021,CNG,Automatic,710000,25,1000,4,20800,Red,Second,Maharashtra,Not Insured,Surat,1,0,Sedan
1738,Hyundai,i20,2015,CNG,Automatic,3470000,28.4,2500,6,8100,Red,First,Telangana,Not Insured,Sanand,2,5,Coupe
1739,Hyundai,Creta,2022,Petrol,Manual,960000,28.3,2000,4,9700,Black,Third,West Bengal,Not Insured,Sanand,5,3,Sedan
1740,Tata Motors,Punch,2020,Electric,Manual,1050000,25.9,1200,7,14200,Grey,First,Tamil Nadu,Not Insured,Chennai,3,5,Coupe
1741,Volkswagen,Taigun,2024,Electric,Automatic,500000,13.9,800,5,5300,Blue,Second,Delhi,Insured,Manesar,8,5,Sedan
1742,Tata Motors,Tiago,2017,Diesel,Automatic,2440000,14.5,1000,7,6100,Blue,Third,Maharashtra,Not Insured,Chennai,0,2,Coupe
1743,Toyota,Fortuner,2023,Petrol,Manual,2880000,19.3,800,6,16800,Red,Third,Gujarat,Insured,Sanand,7,3,SUV
1744,Skoda,Superb,2021,Electric,Automatic,600000,20.6,1500,4,13000,Silver,Fourth & Above,Gujarat,Insured,Chennai,8,0,Hatchback
1745,Maruti Suzuki,Baleno,2020,Petrol,Manual,1000000,28.4,800,5,6100,Silver,First,Tamil Nadu,Not Insured,Manesar,1,5,SUV
1746,Renault,Lodgy,2022,Diesel,Manual,2720000,25.8,1500,6,14000,Black,Second,Delhi,Insured,Manesar,9,0,Convertible
1747,Skoda,Rapid,2019,CNG,Automatic,2010000,14.7,1200,7,20600,Blue,Fourth & Above,Tamil Nadu,Not Insured,Sanand,1,3,SUV
1748,Hyundai,Venue,2017,Petrol,Automatic,1910000,12.3,1000,6,18000,Red,Fourth & Above,Maharashtra,Not Insured,Manesar,3,0,Hatchback
1749,Honda,Amaze,2019,Electric,Manual,1040000,15.9,1800,6,15100,Grey,First,Telangana,Insured,Chennai,5,5,Convertible
1750,Toyota,Innova,2024,Petrol,Manual,2850000,29.5,1800,7,14800,Blue,First,Telangana,Not Insured,Pune,0,3,SUV
1751,Toyota,Urban Cruiser,2017,CNG,Automatic,610000,12.3,1500,7,6800,Red,Second,Gujarat,Insured,Manesar,5,2,Hatchback
1752,Hyundai,Verna,2020,CNG,Manual,3190000,12.6,1800,4,15900,Red,Fourth & Above,Telangana,Insured,Chennai,3,4,Sedan
1753,Volkswagen,Taigun,2015,Diesel,Automatic,2040000,15.3,1000,6,13000,White,Second,Karnataka,Not Insured,Chennai,4,2,Hatchback
1754,Mahindra,XUV300,2022,CNG,Manual,1030000,25.9,1200,7,19300,Grey,Fourth & Above,Tamil Nadu,Insured,Chennai,9,3,Sedan
1755,Volkswagen,Tiguan,2016,Petrol,Manual,1340000,19.9,1000,6,8900,White,Fourth & Above,Telangana,Insured,Manesar,4,4,Coupe
1756,Hyundai,Verna,2024,Petrol,Automatic,1340000,17.8,2500,4,16800,Black,Fourth & Above,Karnataka,Not Insured,Pune,1,3,Hatchback
1757,Tata Motors,Harrier,2016,Diesel,Automatic,3200000,12,2500,4,24600,White,First,Karnataka,Insured,Sanand,9,4,Coupe
1758,Mahindra,Bolero,2016,Petrol,Manual,1080000,28.3,1500,7,19700,Green,Fourth & Above,West Bengal,Not Insured,Sanand,7,4,Sedan
1759,Toyota,Fortuner,2020,Diesel,Automatic,850000,25.1,1500,4,10900,White,Fourth & Above,Gujarat,Not Insured,Manesar,1,3,Convertible
1760,Toyota,Urban Cruiser,2024,CNG,Automatic,1770000,13.8,1200,7,11600,Green,Fourth & Above,Tamil Nadu,Not Insured,Manesar,5,1,SUV
1761,Honda,Amaze,2021,Electric,Manual,2530000,20.6,2500,4,23500,Blue,Third,Karnataka,Not Insured,Gurgaon,7,5,Hatchback
1762,Mahindra,XUV700,2023,Electric,Manual,1390000,19,1500,6,13100,Silver,First,Maharashtra,Insured,Surat,5,5,Coupe
1763,Maruti Suzuki,WagonR,2016,Diesel,Automatic,2040000,20.5,2000,6,14500,Red,Third,Telangana,Not Insured,Pune,5,0,Convertible
1764,Mahindra,Scorpio,2020,CNG,Manual,1780000,20.5,2500,7,9300,Green,First,West Bengal,Insured,Chennai,7,1,Hatchback
1765,Hyundai,Verna,2023,Petrol,Automatic,980000,23.5,800,4,24600,Grey,Second,Delhi,Insured,Surat,1,2,Convertible
1766,Honda,City,2020,Diesel,Manual,3420000,14.3,800,6,11000,White,Third,Telangana,Not Insured,Chennai,6,0,SUV
1767,Tata Motors,Tiago,2022,Diesel,Automatic,500000,11.9,1200,6,23400,Green,Second,Telangana,Not Insured,Surat,6,3,Hatchback
1768,Maruti Suzuki,Dzire,2020,Petrol,Automatic,2270000,22.2,800,5,18800,Grey,Fourth & Above,Telangana,Not Insured,Sanand,3,5,Convertible
1769,Hyundai,Verna,2024,CNG,Manual,3310000,18.6,1500,6,6400,Silver,Second,West Bengal,Insured,Surat,2,5,Convertible
1770,Tata Motors,Harrier,2017,Petrol,Manual,2850000,24.2,1200,6,9200,Silver,Second,Delhi,Not Insured,Manesar,8,4,Coupe
1771,Kia,Sonet,2020,Electric,Automatic,3070000,15.1,2000,7,17700,White,Second,Gujarat,Insured,Pune,10,0,SUV
1772,Toyota,Camry,2024,CNG,Automatic,3370000,10.6,1200,7,18000,Black,Second,Tamil Nadu,Not Insured,Sanand,10,2,Convertible
1773,Honda,Jazz,2023,Diesel,Automatic,2360000,20.4,800,4,11500,White,First,Tamil Nadu,Not Insured,Surat,2,5,Convertible
1774,Maruti Suzuki,WagonR,2024,Electric,Manual,2720000,26.8,1500,4,19500,Blue,Third,Delhi,Insured,Pune,4,2,Sedan
1775,Hyundai,Creta,2022,CNG,Automatic,1110000,13.6,1500,5,11400,Green,First,Telangana,Insured,Manesar,6,4,Hatchback
1776,Renault,Kwid,2019,Electric,Automatic,1450000,14.7,1800,4,15000,Red,First,Maharashtra,Not Insured,Chennai,3,5,SUV
1777,Hyundai,Verna,2024,CNG,Manual,2790000,20.5,1200,7,16300,Black,First,Delhi,Not Insured,Gurgaon,0,0,Hatchback
1778,Hyundai,i20,2017,Electric,Manual,1380000,12.4,2000,4,15200,White,Second,Delhi,Not Insured,Pune,6,1,Sedan
1779,Hyundai,Verna,2017,Petrol,Automatic,2120000,18.5,1000,6,7600,Grey,First,Tamil Nadu,Insured,Chennai,1,4,SUV
1780,Toyota,Innova,2016,Petrol,Automatic,1860000,21.9,1500,4,17600,Black,Third,Karnataka,Not Insured,Pune,6,5,SUV
1781,Maruti Suzuki,Dzire,2017,CNG,Manual,480000,27.9,1800,7,15000,Green,First,Maharashtra,Not Insured,Pune,2,4,Coupe
1782,Mahindra,XUV700,2015,Diesel,Manual,1740000,21.9,2500,4,24100,Black,Fourth & Above,Tamil Nadu,Insured,Pune,1,0,SUV
1783,Skoda,Superb,2023,Diesel,Manual,3400000,16.3,1000,6,8600,Green,Second,West Bengal,Not Insured,Manesar,10,4,SUV
1784,Maruti Suzuki,WagonR,2018,Petrol,Automatic,500000,16.9,1800,5,7900,White,Fourth & Above,Delhi,Insured,Sanand,10,0,Convertible
1785,Skoda,Superb,2022,Electric,Manual,690000,26.3,1800,7,19200,Green,Third,Karnataka,Insured,Pune,8,0,SUV
1786,Hyundai,i10,2021,Electric,Automatic,3320000,24.5,800,4,17200,Black,Third,Maharashtra,Not Insured,Manesar,10,0,Sedan
1787,Maruti Suzuki,WagonR,2018,Electric,Automatic,430000,20.9,2000,4,21400,Grey,Third,Gujarat,Not Insured,Gurgaon,5,2,SUV
1788,Honda,Amaze,2015,Diesel,Manual,1570000,29.9,800,6,15200,Silver,Third,Maharashtra,Insured,Sanand,6,2,Convertible
1789,Kia,Sonet,2020,Petrol,Automatic,3150000,13.4,1200,4,18100,Black,First,Maharashtra,Insured,Manesar,3,5,Convertible
1790,Toyota,Urban Cruiser,2017,Electric,Automatic,570000,18.1,800,6,17700,Green,Second,Telangana,Not Insured,Gurgaon,5,3,SUV
1791,Hyundai,Verna,2024,CNG,Automatic,830000,16.7,800,4,21800,Silver,Third,Delhi,Insured,Sanand,2,3,Hatchback
1792,Maruti Suzuki,WagonR,2017,Electric,Manual,870000,28.4,2000,4,22700,Green,Fourth & Above,Delhi,Insured,Manesar,0,5,Coupe
1793,Volkswagen,Polo,2019,Electric,Manual,2910000,27.5,1500,4,15600,Grey,Third,Gujarat,Not Insured,Gurgaon,0,3,SUV
1794,Toyota,Fortuner,2024,Electric,Manual,1580000,15.5,1000,4,5800,Green,Second,Gujarat,Insured,Manesar,7,3,Hatchback
1795,Hyundai,Verna,2022,Petrol,Automatic,420000,13.3,2000,5,15100,White,Fourth & Above,Gujarat,Insured,Gurgaon,6,3,Sedan
1796,Skoda,Kushaq,2023,CNG,Manual,3150000,19.9,800,5,22400,Red,Fourth & Above,Tamil Nadu,Insured,Pune,1,3,Sedan
1797,Honda,City,2020,CNG,Automatic,2090000,22.4,1000,4,12100,Black,Fourth & Above,Tamil Nadu,Insured,Pune,5,0,SUV
1798,Mahindra,XUV700,2017,Diesel,Manual,880000,23.4,2500,5,15100,Red,First,Delhi,Insured,Sanand,0,4,Convertible
1799,Volkswagen,Vento,2022,Diesel,Manual,470000,13.2,1200,4,9200,Green,Third,Delhi,Insured,Gurgaon,4,2,Hatchback
1800,Skoda,Rapid,2018,Petrol,Automatic,2090000,12.9,2500,5,10600,Grey,First,Gujarat,Not Insured,Pune,2,1,Convertible
1801,Honda,City,2024,CNG,Automatic,2800000,25,1200,7,5800,Black,Fourth & Above,Tamil Nadu,Not Insured,Sanand,0,2,Hatchback
1802,Volkswagen,Taigun,2015,Petrol,Manual,510000,26.2,2000,4,7300,Green,First,Karnataka,Not Insured,Chennai,5,4,SUV
1803,Kia,Carens,2023,Petrol,Manual,3300000,26.4,2000,4,12300,Silver,First,Tamil Nadu,Not Insured,Pune,9,3,Convertible
1804,Kia,Seltos,2024,Electric,Automatic,630000,16.6,1000,7,10800,Blue,First,Delhi,Insured,Pune,8,5,Convertible
1805,Mahindra,Thar,2024,CNG,Automatic,1140000,27,800,6,13800,Green,Third,Tamil Nadu,Not Insured,Surat,10,0,SUV
1806,Mahindra,Thar,2020,Electric,Manual,2710000,11.7,1000,5,21400,Red,Fourth & Above,Delhi,Insured,Manesar,6,0,Hatchback
1807,Maruti Suzuki,Baleno,2023,Electric,Automatic,1080000,20.9,1200,5,9100,Black,Fourth & Above,Gujarat,Not Insured,Chennai,8,3,Convertible
1808,Kia,Seltos,2022,Diesel,Automatic,860000,10.7,1800,6,19600,Red,Third,Telangana,Insured,Gurgaon,5,0,SUV
1809,Volkswagen,Virtus,2015,Diesel,Automatic,2040000,23.8,1800,5,8700,Black,First,Gujarat,Not Insured,Sanand,10,4,Hatchback
1810,Mahindra,Scorpio,2022,Diesel,Automatic,630000,19.7,800,7,9200,Green,First,Gujarat,Insured,Chennai,10,1,Coupe
1811,Tata Motors,Punch,2021,Diesel,Manual,1410000,13.4,1500,6,20400,White,Second,Karnataka,Not Insured,Gurgaon,6,0,Coupe
1812,Skoda,Rapid,2020,CNG,Manual,1080000,25.3,1000,5,12000,Silver,Second,Telangana,Not Insured,Pune,9,3,Coupe
1813,Tata Motors,Nexon,2019,Electric,Automatic,2310000,25.2,1800,4,7200,Green,Second,Karnataka,Not Insured,Surat,7,3,Sedan
1814,Toyota,Innova,2021,Electric,Automatic,1710000,27.6,2000,6,12100,Red,Third,Delhi,Not Insured,Sanand,7,2,SUV
1815,Hyundai,Venue,2023,Petrol,Manual,3300000,17.5,1200,4,11400,Blue,Fourth & Above,Maharashtra,Not Insured,Sanand,1,2,Sedan
1816,Honda,WR-V,2024,CNG,Manual,2190000,16.5,1000,4,12800,Blue,Second,West Bengal,Insured,Chennai,4,0,Hatchback
1817,Tata Motors,Punch,2018,CNG,Automatic,3050000,15.5,1000,5,8000,Grey,Fourth & Above,Karnataka,Not Insured,Manesar,3,3,Convertible
1818,Renault,Kiger,2021,CNG,Manual,2500000,27.5,1000,6,21900,Black,Fourth & Above,Delhi,Insured,Gurgaon,10,3,SUV
1819,Kia,Sonet,2021,Electric,Automatic,1200000,19.7,800,7,10100,Red,Fourth & Above,Telangana,Not Insured,Surat,3,0,Sedan
1820,Mahindra,Scorpio,2016,Petrol,Automatic,2500000,27.7,2500,4,15400,Grey,Third,Tamil Nadu,Not Insured,Surat,6,1,Hatchback
1821,Tata Motors,Harrier,2023,CNG,Automatic,2530000,24,1000,6,24000,Red,Third,Telangana,Not Insured,Chennai,0,1,SUV
1822,Renault,Lodgy,2017,Diesel,Automatic,610000,19.4,1200,5,17200,Black,Third,Gujarat,Insured,Manesar,8,5,Hatchback
1823,Volkswagen,Virtus,2016,Diesel,Automatic,2110000,16.9,1200,6,23900,Green,Third,Gujarat,Not Insured,Manesar,0,1,Hatchback
1824,Skoda,Rapid,2024,Diesel,Automatic,1320000,16.8,1200,6,11100,Green,Second,Gujarat,Not Insured,Manesar,9,4,Coupe
1825,Renault,Lodgy,2020,Diesel,Manual,1620000,20.2,2500,5,24200,Blue,First,Delhi,Insured,Sanand,0,0,Convertible
1826,Mahindra,XUV300,2017,Electric,Automatic,2240000,11.7,1000,5,12700,Green,First,Gujarat,Insured,Gurgaon,1,2,Hatchback
1827,Mahindra,Thar,2018,Electric,Automatic,3310000,17.1,2000,6,18600,Green,First,Karnataka,Insured,Gurgaon,0,5,Convertible
1828,Mahindra,Scorpio,2020,Petrol,Automatic,840000,21.9,1000,5,24400,White,Second,Tamil Nadu,Insured,Chennai,1,2,Sedan
1829,Maruti Suzuki,Swift,2023,Diesel,Automatic,3150000,12.7,2500,5,9600,Blue,First,Gujarat,Not Insured,Pune,4,1,Sedan
1830,Honda,Amaze,2015,Electric,Manual,2270000,27.1,1500,4,24000,Grey,Second,Delhi,Insured,Chennai,6,2,Coupe
1831,Renault,Kwid,2022,CNG,Automatic,3430000,11.9,1000,5,19900,Silver,Second,Tamil Nadu,Insured,Gurgaon,1,3,Convertible
1832,Hyundai,Creta,2015,Petrol,Automatic,1510000,27,1500,7,8800,White,Second,Gujarat,Not Insured,Sanand,0,4,Hatchback
1833,Tata Motors,Tiago,2023,Petrol,Automatic,2910000,19.8,1200,4,16700,Grey,First,Maharashtra,Insured,Chennai,3,1,SUV
1834,Tata Motors,Altroz,2017,Petrol,Automatic,1280000,28.8,1000,4,5300,Black,Fourth & Above,Gujarat,Insured,Pune,9,3,Convertible
1835,Tata Motors,Tiago,2016,Petrol,Automatic,880000,15.3,800,6,8700,White,First,West Bengal,Insured,Surat,2,3,Sedan
1836,Renault,Kiger,2022,CNG,Manual,2570000,22.8,2000,6,13900,Grey,First,Telangana,Not Insured,Chennai,7,5,Sedan
1837,Tata Motors,Tiago,2023,Diesel,Manual,890000,29.7,2500,5,17700,Black,Third,Karnataka,Insured,Manesar,8,1,Hatchback
1838,Skoda,Octavia,2019,Electric,Manual,1120000,24,1500,7,18700,Blue,Second,Tamil Nadu,Insured,Pune,8,2,Hatchback
1839,Honda,City,2021,CNG,Manual,830000,18.3,1500,5,11400,Silver,Fourth & Above,Karnataka,Insured,Manesar,8,1,Hatchback
1840,Tata Motors,Tiago,2021,Diesel,Manual,2060000,21.1,800,7,12200,Black,Third,Maharashtra,Not Insured,Sanand,8,5,Hatchback
1841,Kia,Seltos,2020,Diesel,Automatic,2020000,26.7,1000,4,13500,Green,Fourth & Above,Maharashtra,Not Insured,Gurgaon,1,1,Hatchback
1842,Volkswagen,Tiguan,2024,Diesel,Automatic,2920000,11,1200,6,17500,Red,Fourth & Above,West Bengal,Insured,Chennai,8,0,Coupe
1843,Volkswagen,Vento,2018,Petrol,Automatic,2450000,26.7,1800,6,23600,Black,Second,Karnataka,Not Insured,Chennai,9,4,Sedan
1844,Skoda,Superb,2021,Diesel,Manual,3160000,29.6,2500,5,22900,Black,First,Tamil Nadu,Insured,Manesar,3,2,Sedan
1845,Renault,Duster,2017,Diesel,Manual,1190000,23.3,1500,4,24000,Silver,Second,Maharashtra,Not Insured,Manesar,0,5,Sedan
1846,Skoda,Octavia,2023,Diesel,Manual,730000,28.5,1000,7,6200,Red,Second,Maharashtra,Not Insured,Gurgaon,4,4,SUV
1847,Renault,Duster,2022,CNG,Manual,2060000,11.8,1800,7,17000,Green,Third,Gujarat,Insured,Chennai,6,5,Convertible
1848,Skoda,Superb,2023,CNG,Automatic,970000,22.8,800,7,11300,Grey,Second,West Bengal,Insured,Gurgaon,10,5,Convertible
1849,Honda,WR-V,2021,CNG,Automatic,460000,24.3,1800,4,18500,Grey,First,Telangana,Insured,Manesar,1,1,Hatchback
1850,Volkswagen,Polo,2018,Petrol,Manual,1170000,11.5,1800,5,19800,Black,Fourth & Above,Delhi,Not Insured,Surat,6,4,Coupe
1851,Toyota,Camry,2016,CNG,Automatic,1120000,28.6,1800,5,7700,Red,Second,Telangana,Insured,Manesar,3,2,Hatchback
1852,Volkswagen,Vento,2019,CNG,Automatic,2920000,26.8,1500,7,18400,Red,Fourth & Above,Telangana,Not Insured,Pune,8,4,Sedan
1853,Tata Motors,Altroz,2019,Electric,Manual,1580000,18.4,1800,7,8700,Green,Second,Maharashtra,Not Insured,Manesar,8,4,Convertible
1854,Skoda,Kushaq,2016,CNG,Manual,2170000,28.3,2000,4,11200,Silver,Fourth & Above,Tamil Nadu,Insured,Manesar,1,4,Convertible
1855,Renault,Triber,2020,Diesel,Automatic,780000,16.9,1000,4,17800,Blue,Second,Tamil Nadu,Not Insured,Surat,6,3,SUV
1856,Maruti Suzuki,WagonR,2018,Diesel,Automatic,2300000,12.1,2000,7,21300,Grey,Third,Gujarat,Not Insured,Gurgaon,8,1,Coupe
1857,Tata Motors,Nexon,2022,CNG,Automatic,1760000,22.1,1000,6,24300,Silver,Fourth & Above,Tamil Nadu,Insured,Pune,7,2,Convertible
1858,Toyota,Glanza,2020,Petrol,Automatic,3150000,27.1,1200,5,11800,White,Second,Gujarat,Not Insured,Pune,8,5,SUV
1859,Renault,Triber,2022,CNG,Automatic,1720000,11.2,2500,6,15300,Grey,Second,Maharashtra,Not Insured,Chennai,5,4,SUV
1860,Honda,Civic,2017,Electric,Manual,2450000,21.8,1800,5,21800,Silver,Third,Maharashtra,Insured,Surat,1,3,Sedan
1861,Tata Motors,Harrier,2015,CNG,Automatic,2900000,10.9,1000,6,12500,Grey,Third,Telangana,Insured,Sanand,8,1,SUV
